user_id,signup_date,acquisition_channel,device_type,country,age_group,subscription_type
1526,2025-02-24,YouTube,Web,USA,35-44,Free
1527,2025-12-03,Google Ads,Android,UK,25-34,Free
1528,2025-01-15,Instagram,Android,Canada,18-24,Free
1529,2024-03-29,Instagram,Web,USA,25-34,Free
1530,2025-08-01,Instagram,Android,USA,18-24,Free
1531,2025-03-04,Google Ads,iOS,USA,18-24,Free
1532,2025-08-17,Instagram,Web,Canada,45+,Free
1533,2024-03-12,Instagram,iOS,UK,18-24,Free
1534,2025-04-28,Referral,Android,USA,25-34,Free
1535,2024-05-02,Google Ads,Android,UK,35-44,Free
1536,2024-10-31,Instagram,Android,Canada,25-34,Premium
1537,2024-12-22,Referral,iOS,Canada,18-24,Premium
1538,2024-04-28,Instagram,Android,Canada,35-44,Free
1539,2025-06-26,YouTube,Android,India,25-34,Free
1540,2024-03-31,Organic,Android,Canada,45+,Premium
1541,2025-05-18,Referral,iOS,Canada,35-44,Free
1542,2025-10-22,Instagram,Web,USA,25-34,Free
1543,2024-12-31,YouTube,Android,USA,18-24,Free
1544,2024-02-19,Referral,Android,India,35-44,Premium
1545,2024-02-11,Instagram,Web,Canada,25-34,Free
1546,2024-02-15,YouTube,iOS,Canada,45+,Free
1547,2025-11-07,YouTube,Android,India,45+,Free
1548,2025-10-27,Instagram,Android,India,35-44,Premium
1549,2024-08-11,Google Ads,Android,Canada,25-34,Free
1550,2024-08-26,Organic,Android,USA,18-24,Premium
1551,2025-10-11,Instagram,iOS,UK,25-34,Premium
1552,2024-08-19,YouTube,Android,USA,35-44,Free
1553,2024-01-26,Organic,iOS,USA,35-44,Free
1554,2024-01-11,YouTube,iOS,Canada,25-34,Premium
1555,2025-08-30,Organic,Android,Canada,35-44,Free
1556,2024-12-14,Referral,iOS,USA,18-24,Premium
1557,2025-12-14,YouTube,iOS,UK,45+,Free
1558,2024-08-26,YouTube,iOS,USA,18-24,Premium
1559,2024-10-30,Referral,Android,Canada,45+,Free
1560,2025-03-06,Organic,Android,Canada,45+,Premium
1561,2024-09-09,Organic,iOS,USA,18-24,Free
1562,2024-03-27,YouTube,Android,UK,25-34,Free
1563,2025-10-20,Google Ads,Android,UK,35-44,Free
1564,2024-03-10,Instagram,Web,UK,45+,Free
1565,2025-03-21,Instagram,iOS,USA,18-24,Free
1566,2024-10-25,Referral,iOS,UK,25-34,Free
1567,2024-12-28,YouTube,Web,India,45+,Free
1568,2025-05-13,Organic,Android,USA,35-44,Premium
1569,2024-01-27,Google Ads,iOS,India,45+,Premium
1570,2024-01-14,Google Ads,Android,USA,45+,Premium
1571,2025-06-17,Instagram,Android,India,35-44,Free
1572,2025-12-21,Instagram,Android,USA,45+,Free
1573,2024-12-04,Instagram,iOS,USA,35-44,Free
1574,2025-01-13,Instagram,Android,USA,18-24,Free
1575,2024-10-04,Instagram,Android,India,25-34,Free
1576,2025-10-05,Organic,Android,India,45+,Premium
1577,2024-10-01,YouTube,Android,Canada,25-34,Premium
1578,2024-09-21,Organic,Android,USA,45+,Free
1579,2024-03-12,Google Ads,Android,UK,18-24,Free
1580,2025-12-18,YouTube,iOS,India,18-24,Free
1581,2024-06-24,Instagram,Android,India,45+,Premium
1582,2024-11-28,YouTube,iOS,UK,25-34,Free
1583,2025-05-02,Google Ads,Android,USA,25-34,Free
1584,2025-03-03,Referral,Android,Canada,25-34,Free
1585,2024-01-27,Instagram,Web,India,45+,Free
1586,2025-02-12,YouTube,Android,India,18-24,Free
1587,2025-02-27,Instagram,Android,USA,35-44,Premium
1588,2025-07-24,Google Ads,iOS,Canada,18-24,Free
1589,2025-01-30,Referral,iOS,USA,25-34,Premium
1590,2025-01-14,Organic,iOS,India,45+,Free
1591,2024-01-19,Organic,Android,USA,35-44,Free
1592,2025-03-09,YouTube,Android,India,45+,Free
1593,2025-04-03,Instagram,Android,USA,18-24,Free
1594,2024-01-17,Referral,Android,UK,25-34,Free
1595,2025-03-31,Organic,Android,UK,25-34,Free
1596,2024-05-29,Instagram,iOS,USA,18-24,Premium
1597,2025-08-12,Google Ads,iOS,Canada,45+,Free
1598,2025-05-31,Referral,Android,USA,45+,Free
1599,2024-05-17,Referral,iOS,UK,18-24,Free
1600,2025-11-14,Instagram,Web,UK,18-24,Free
1601,2025-04-20,YouTube,Web,India,35-44,Free
1602,2025-06-09,Referral,iOS,UK,35-44,Free
1603,2024-05-21,Referral,iOS,UK,35-44,Free
1604,2024-04-19,Instagram,Android,India,45+,Free
1605,2025-12-08,Instagram,Android,UK,45+,Free
1606,2024-06-17,Organic,Web,UK,25-34,Free
1607,2025-05-17,Google Ads,iOS,USA,25-34,Free
1608,2024-10-15,YouTube,Android,India,45+,Free
1609,2025-05-22,Instagram,Android,UK,25-34,Free
1610,2024-08-19,YouTube,iOS,India,35-44,Free
1611,2025-12-16,Organic,Android,India,25-34,Premium
1612,2025-07-25,YouTube,iOS,India,25-34,Free
1613,2024-12-02,Instagram,Android,UK,35-44,Free
1614,2025-10-28,Instagram,Android,India,18-24,Free
1615,2025-07-18,Google Ads,iOS,USA,45+,Premium
1616,2025-08-11,Google Ads,Android,USA,45+,Free
1617,2025-07-16,Referral,Web,UK,35-44,Free
1618,2025-05-25,Organic,Android,Canada,25-34,Premium
1619,2025-05-25,Instagram,Android,USA,35-44,Premium
1620,2024-09-08,Google Ads,Android,Canada,45+,Free
1621,2024-01-14,Organic,Android,India,45+,Free
1622,2025-05-15,YouTube,Android,USA,45+,Free
1623,2025-09-16,YouTube,Android,India,25-34,Free
1624,2025-04-01,Organic,Android,USA,25-34,Premium
1625,2024-07-14,Google Ads,Android,Canada,18-24,Premium
1626,2025-12-15,YouTube,iOS,UK,45+,Free
1627,2024-04-02,Google Ads,iOS,Canada,35-44,Premium
1628,2025-05-08,Referral,Android,Canada,25-34,Free
1629,2024-12-17,Google Ads,Web,Canada,18-24,Free
1630,2024-08-06,YouTube,Android,India,45+,Free
1631,2025-08-08,Google Ads,Android,USA,35-44,Free
1632,2024-02-08,Instagram,iOS,Canada,35-44,Free
1633,2025-03-29,YouTube,Android,Canada,45+,Free
1634,2025-12-01,Referral,Android,India,35-44,Free
1635,2025-07-09,Instagram,Android,India,25-34,Free
1636,2025-01-27,Instagram,Web,Canada,25-34,Premium
1637,2024-12-30,Instagram,iOS,India,25-34,Free
1638,2025-01-10,Organic,Web,UK,25-34,Premium
1639,2024-04-30,Referral,Android,India,35-44,Premium
1640,2025-08-09,Google Ads,Android,UK,18-24,Free
1641,2024-05-10,Referral,Web,USA,45+,Free
1642,2024-07-23,Organic,iOS,USA,25-34,Free
1643,2024-12-14,Organic,iOS,USA,25-34,Free
1644,2024-11-13,Referral,Android,UK,45+,Free
1645,2025-06-24,Organic,Web,India,18-24,Free
1646,2025-04-05,YouTube,iOS,Canada,18-24,Free
1647,2025-04-15,Instagram,iOS,Canada,35-44,Premium
1648,2025-07-03,Instagram,iOS,USA,45+,Free
1649,2025-05-01,Instagram,iOS,UK,25-34,Free
1650,2025-10-12,Instagram,Android,USA,18-24,Premium
1651,2024-02-06,Instagram,Android,Canada,45+,Free
1652,2025-08-22,Referral,Web,Canada,18-24,Free
1653,2024-12-19,Organic,Android,India,25-34,Premium
1654,2024-11-17,Referral,Android,UK,35-44,Free
1655,2024-05-17,YouTube,Web,USA,18-24,Free
1656,2024-04-07,Instagram,Android,UK,25-34,Free
1657,2025-05-17,Referral,Android,India,18-24,Premium
1658,2024-03-19,Organic,Android,Canada,45+,Free
1659,2024-05-11,YouTube,Android,India,45+,Free
1660,2024-02-05,YouTube,Android,Canada,25-34,Free
1661,2024-06-25,Organic,Android,Canada,25-34,Premium
1662,2024-07-29,Organic,iOS,India,45+,Premium
1663,2025-04-29,Google Ads,iOS,UK,35-44,Free
1664,2025-06-17,YouTube,Web,USA,25-34,Free
1665,2024-01-04,YouTube,Android,UK,25-34,Free
1666,2024-05-27,YouTube,Android,Canada,45+,Free
1667,2024-04-16,Referral,Android,Canada,45+,Free
1668,2025-01-10,Google Ads,Android,India,35-44,Free
1669,2024-11-04,Google Ads,Android,India,25-34,Free
1670,2025-09-19,YouTube,Android,Canada,35-44,Free
1671,2024-05-26,Referral,iOS,USA,25-34,Free
1672,2025-12-07,Google Ads,iOS,USA,18-24,Free
1673,2025-09-28,Referral,iOS,India,25-34,Free
1674,2025-02-01,Instagram,Android,Canada,18-24,Free
1675,2025-09-03,Referral,iOS,USA,18-24,Premium
1676,2024-10-26,Organic,iOS,USA,25-34,Premium
1677,2024-06-02,Instagram,Android,Canada,45+,Free
1678,2025-06-04,YouTube,Android,India,35-44,Premium
1679,2025-07-07,Google Ads,iOS,India,25-34,Free
1680,2024-02-20,YouTube,iOS,USA,18-24,Free
1681,2025-02-10,Referral,Android,UK,45+,Free
1682,2024-02-10,YouTube,Android,UK,45+,Free
1683,2024-12-05,Instagram,Android,India,18-24,Premium
1684,2025-03-31,Organic,Android,Canada,45+,Free
1685,2025-11-16,Google Ads,iOS,UK,25-34,Free
1686,2025-11-17,Referral,iOS,India,25-34,Free
1687,2024-03-22,Google Ads,iOS,Canada,25-34,Free
1688,2025-06-21,Referral,Android,Canada,35-44,Free
1689,2024-05-30,Referral,iOS,UK,18-24,Free
1690,2025-01-29,YouTube,Android,India,25-34,Premium
1691,2025-05-27,Referral,Android,Canada,45+,Free
1692,2025-03-28,Organic,Android,Canada,35-44,Free
1693,2025-01-14,Google Ads,Android,India,35-44,Premium
1694,2025-04-13,Instagram,Android,UK,35-44,Free
1695,2024-04-25,Referral,Android,UK,45+,Free
1696,2024-10-03,Organic,Web,USA,45+,Premium
1697,2024-08-15,Referral,iOS,UK,35-44,Free
1698,2025-08-14,Referral,Android,Canada,25-34,Free
1699,2025-09-06,Google Ads,Android,USA,25-34,Free
1700,2024-06-15,Instagram,Android,UK,45+,Free
1701,2025-11-09,Organic,Android,UK,25-34,Free
1702,2024-05-13,Organic,iOS,Canada,18-24,Free
1703,2025-08-09,YouTube,Android,India,35-44,Free
1704,2024-08-22,Google Ads,Android,UK,25-34,Free
1705,2025-07-18,Google Ads,Android,USA,45+,Free
1706,2024-02-29,Organic,Android,Canada,18-24,Free
1707,2025-04-12,Referral,Android,India,35-44,Free
1708,2024-10-03,Organic,iOS,UK,45+,Free
1709,2025-07-15,Google Ads,Android,India,35-44,Free
1710,2024-10-30,Instagram,Web,UK,35-44,Free
1711,2025-07-21,Instagram,Web,UK,25-34,Premium
1712,2024-06-13,Organic,Android,Canada,35-44,Premium
1713,2024-06-25,Instagram,Android,India,25-34,Free
1714,2024-12-29,YouTube,Android,UK,18-24,Free
1715,2024-01-05,Google Ads,Android,Canada,25-34,Free
1716,2025-07-22,Instagram,Android,Canada,35-44,Free
1717,2025-08-09,YouTube,iOS,India,25-34,Free
1718,2024-11-02,YouTube,iOS,Canada,35-44,Free
1719,2024-11-27,YouTube,iOS,USA,25-34,Free
1720,2024-04-02,Referral,iOS,Canada,35-44,Premium
1721,2024-07-11,Google Ads,Android,Canada,25-34,Free
1722,2025-05-06,Organic,Android,India,25-34,Free
1723,2024-06-27,Organic,Android,Canada,25-34,Premium
1724,2025-04-15,Instagram,iOS,UK,18-24,Free
1725,2025-02-23,Referral,iOS,USA,45+,Premium
1726,2024-11-11,Google Ads,iOS,India,18-24,Free
1727,2025-09-05,Instagram,Android,India,35-44,Premium
1728,2025-03-01,Google Ads,Android,India,25-34,Free
1729,2024-12-30,Organic,Android,UK,45+,Free
1730,2025-02-11,Organic,iOS,India,35-44,Premium
1731,2024-01-31,Instagram,iOS,USA,35-44,Free
1732,2025-10-19,Organic,Android,Canada,18-24,Premium
1733,2024-07-22,Organic,Android,India,45+,Premium
1734,2024-08-09,Organic,Android,UK,35-44,Free
1735,2025-06-22,Referral,iOS,UK,35-44,Free
1736,2025-09-02,YouTube,iOS,USA,18-24,Free
1737,2025-07-28,Google Ads,Android,Canada,35-44,Free
1738,2025-06-27,YouTube,Android,USA,45+,Free
1739,2024-12-23,Google Ads,Android,Canada,35-44,Premium
1740,2024-07-24,Referral,Android,USA,18-24,Free
1741,2025-04-19,Instagram,Android,USA,18-24,Free
1742,2024-03-04,Referral,iOS,UK,35-44,Free
1743,2025-02-19,Instagram,Android,India,45+,Free
1744,2025-05-19,Google Ads,Web,USA,18-24,Premium
1745,2025-05-02,Organic,iOS,USA,25-34,Premium
1746,2024-04-18,Organic,Android,India,35-44,Free
1747,2024-04-15,Instagram,Android,India,45+,Free
1748,2024-08-06,Instagram,Android,Canada,18-24,Free
1749,2025-05-04,YouTube,Android,UK,25-34,Premium
1750,2024-11-10,Referral,iOS,India,35-44,Free
1751,2025-11-24,YouTube,Android,Canada,45+,Free
1752,2025-06-26,Google Ads,iOS,UK,35-44,Free
1753,2024-02-19,YouTube,Android,USA,45+,Free
1754,2025-02-18,Referral,Android,India,25-34,Free
1755,2025-01-01,Instagram,Android,Canada,45+,Premium
1756,2025-11-15,Google Ads,Android,UK,25-34,Free
1757,2024-03-31,Instagram,iOS,UK,45+,Free
1758,2024-06-05,YouTube,Web,India,45+,Premium
1759,2024-04-24,YouTube,iOS,UK,45+,Free
1760,2024-05-21,Referral,Web,UK,35-44,Free
1761,2024-04-13,Referral,iOS,UK,45+,Free
1762,2025-04-17,YouTube,Android,UK,35-44,Free
1763,2024-01-26,YouTube,Web,UK,45+,Free
1764,2024-01-03,Instagram,Android,Canada,35-44,Premium
1765,2025-08-02,Instagram,Android,UK,45+,Free
1766,2025-12-27,Organic,iOS,UK,35-44,Free
1767,2025-11-26,Referral,Android,UK,45+,Free
1768,2025-10-12,YouTube,iOS,UK,18-24,Free
1769,2025-05-08,Google Ads,iOS,UK,45+,Free
1770,2025-10-01,Google Ads,iOS,India,45+,Free
1771,2025-02-08,Organic,Android,India,18-24,Premium
1772,2024-08-04,Google Ads,iOS,UK,35-44,Free
1773,2024-06-19,Google Ads,Android,USA,45+,Free
1774,2024-11-28,Instagram,Android,Canada,18-24,Free
1775,2024-11-27,Referral,Web,India,18-24,Premium
1776,2024-12-04,Google Ads,Web,UK,25-34,Free
1777,2025-09-23,Google Ads,iOS,India,25-34,Free
1778,2025-03-02,Google Ads,Android,Canada,45+,Free
1779,2024-04-18,Instagram,Web,USA,35-44,Free
1780,2025-10-27,YouTube,Android,UK,35-44,Free
1781,2025-11-21,YouTube,iOS,India,25-34,Free
1782,2024-06-01,YouTube,Web,UK,35-44,Premium
1783,2024-12-12,Organic,Android,USA,35-44,Free
1784,2025-07-07,Organic,Android,UK,25-34,Free
1785,2024-02-13,Instagram,Web,UK,45+,Free
1786,2024-06-08,Referral,Android,USA,18-24,Premium
1787,2024-08-23,Organic,Android,Canada,45+,Free
1788,2024-10-06,Organic,Android,USA,25-34,Free
1789,2024-01-06,Google Ads,Android,USA,45+,Free
1790,2025-12-21,Instagram,Android,Canada,45+,Premium
1791,2024-07-25,Organic,Android,USA,45+,Free
1792,2025-06-06,Instagram,iOS,USA,18-24,Free
1793,2025-01-21,YouTube,iOS,India,35-44,Premium
1794,2024-04-18,Organic,Web,Canada,18-24,Free
1795,2025-04-12,Instagram,Web,UK,35-44,Free
1796,2025-04-23,Referral,Android,India,35-44,Premium
1797,2024-10-15,YouTube,Android,USA,25-34,Free
1798,2024-01-28,Instagram,Android,India,18-24,Free
1799,2025-08-02,Referral,iOS,USA,18-24,Free
1800,2024-02-01,Google Ads,Android,Canada,45+,Free
1801,2024-01-10,Instagram,Android,India,18-24,Premium
1802,2025-10-28,Referral,Android,India,25-34,Premium
1803,2024-09-22,Google Ads,Android,India,45+,Free
1804,2025-11-02,Referral,Android,India,25-34,Free
1805,2024-06-05,Google Ads,Android,USA,35-44,Free
1806,2024-04-21,Referral,iOS,Canada,45+,Free
1807,2025-12-23,YouTube,iOS,USA,25-34,Free
1808,2025-11-09,Google Ads,Android,India,45+,Free
1809,2025-07-12,Google Ads,Web,USA,25-34,Free
1810,2024-03-31,Organic,Android,India,35-44,Free
1811,2024-03-31,YouTube,iOS,USA,18-24,Free
1812,2025-06-10,Google Ads,iOS,USA,25-34,Free
1813,2025-07-16,Instagram,iOS,Canada,35-44,Free
1814,2025-01-11,Google Ads,Android,UK,25-34,Free
1815,2024-12-08,YouTube,iOS,UK,45+,Free
1816,2025-07-11,Organic,iOS,India,45+,Premium
1817,2025-03-25,Referral,Web,India,18-24,Premium
1818,2024-04-10,YouTube,Web,Canada,35-44,Free
1819,2024-01-03,Instagram,Web,Canada,25-34,Free
1820,2024-09-21,Google Ads,iOS,UK,45+,Free
1821,2025-05-13,Referral,Android,USA,45+,Free
1822,2024-10-26,YouTube,iOS,India,45+,Free
1823,2024-05-19,Organic,Android,India,18-24,Free
1824,2025-04-22,Instagram,Web,India,25-34,Free
1825,2024-11-10,YouTube,iOS,UK,25-34,Free
1826,2024-03-02,Google Ads,Android,UK,18-24,Premium
1827,2025-10-02,Google Ads,Android,UK,35-44,Free
1828,2025-06-14,YouTube,Android,UK,18-24,Free
1829,2025-04-09,Organic,Android,India,25-34,Free
1830,2025-05-06,Referral,Android,USA,45+,Free
1831,2025-07-03,Instagram,iOS,UK,35-44,Free
1832,2025-08-14,Organic,Android,UK,45+,Premium
1833,2025-12-02,YouTube,Android,USA,45+,Free
1834,2025-08-18,Organic,Web,India,18-24,Premium
1835,2024-09-01,Google Ads,Web,USA,45+,Premium
1836,2024-08-08,YouTube,Android,UK,25-34,Premium
1837,2024-10-30,YouTube,Android,Canada,45+,Free
1838,2024-11-24,Instagram,iOS,USA,18-24,Free
1839,2024-08-31,Organic,Android,India,25-34,Free
1840,2024-02-17,Organic,Android,USA,35-44,Free
1841,2024-11-15,Instagram,Android,Canada,18-24,Free
1842,2025-08-03,Instagram,Web,Canada,35-44,Free
1843,2024-10-24,Organic,iOS,India,18-24,Free
1844,2025-01-23,YouTube,Android,UK,18-24,Free
1845,2024-04-22,Organic,Android,USA,18-24,Free
1846,2024-04-11,YouTube,Android,India,45+,Free
1847,2025-08-24,Instagram,Android,India,18-24,Free
1848,2024-04-25,YouTube,iOS,USA,18-24,Free
1849,2024-06-07,Organic,Android,India,35-44,Free
1850,2024-08-01,Google Ads,iOS,UK,25-34,Premium
1851,2024-01-26,Instagram,Android,UK,25-34,Free
1852,2025-09-28,Referral,Android,Canada,18-24,Free
1853,2024-10-05,Referral,Android,UK,25-34,Free
1854,2024-03-09,Referral,iOS,UK,25-34,Free
1855,2025-08-13,Referral,Web,UK,25-34,Free
1856,2025-04-13,Referral,iOS,USA,25-34,Free
1857,2024-01-24,Referral,iOS,India,35-44,Free
1858,2025-02-26,Instagram,Android,India,18-24,Free
1859,2025-09-30,Instagram,Android,UK,18-24,Free
1860,2024-06-19,YouTube,Android,UK,45+,Premium
1861,2024-03-07,Google Ads,Android,India,45+,Free
1862,2025-06-21,Instagram,Web,UK,45+,Premium
1863,2025-06-27,Organic,Android,India,45+,Free
1864,2025-08-15,Google Ads,iOS,India,18-24,Free
1865,2025-07-06,Organic,Android,Canada,25-34,Free
1866,2024-08-22,Google Ads,Web,Canada,18-24,Free
1867,2025-10-18,Google Ads,Android,India,25-34,Free
1868,2025-03-30,Referral,Web,UK,18-24,Free
1869,2024-01-11,Organic,Android,Canada,45+,Free
1870,2024-08-09,Referral,Android,UK,45+,Free
1871,2025-09-25,Google Ads,Android,USA,18-24,Free
1872,2024-03-16,YouTube,iOS,India,35-44,Free
1873,2024-01-25,Organic,iOS,India,35-44,Premium
1874,2025-03-22,Google Ads,iOS,India,45+,Free
1875,2024-12-17,Organic,Android,India,45+,Free
1876,2025-02-15,Instagram,Android,USA,18-24,Premium
1877,2024-01-22,YouTube,Android,Canada,25-34,Free
1878,2024-10-19,YouTube,Web,UK,45+,Free
1879,2025-07-23,Organic,Web,Canada,35-44,Free
1880,2025-07-13,Instagram,iOS,USA,45+,Free
1881,2024-10-21,Referral,Web,USA,45+,Premium
1882,2025-08-16,Instagram,Web,UK,18-24,Free
1883,2025-09-26,Organic,iOS,Canada,25-34,Free
1884,2024-04-23,YouTube,Web,UK,25-34,Free
1885,2024-03-20,Organic,Android,UK,18-24,Free
1886,2025-03-03,Referral,iOS,Canada,35-44,Premium
1887,2024-11-19,Referral,iOS,India,25-34,Free
1888,2025-06-17,YouTube,Android,India,35-44,Premium
1889,2024-01-11,Instagram,iOS,Canada,45+,Free
1890,2024-02-02,Referral,Android,USA,18-24,Free
1891,2024-04-18,Referral,Android,India,35-44,Free
1892,2025-07-16,Organic,Android,UK,45+,Free
1893,2024-08-13,Google Ads,Android,Canada,18-24,Premium
1894,2025-05-07,Instagram,Android,USA,25-34,Free
1895,2024-05-16,Instagram,Android,India,35-44,Premium
1896,2025-04-30,Instagram,Android,Canada,35-44,Premium
1897,2024-09-09,Referral,Android,India,18-24,Free
1898,2024-05-01,Organic,iOS,USA,45+,Free
1899,2025-12-03,Google Ads,Web,USA,25-34,Premium
1900,2024-03-10,Referral,Android,India,18-24,Free
1901,2025-07-03,Organic,Android,UK,25-34,Free
1902,2024-10-17,Google Ads,Web,USA,45+,Free
1903,2024-10-06,Organic,iOS,Canada,35-44,Premium
1904,2024-08-21,Google Ads,iOS,UK,25-34,Free
1905,2024-02-17,Google Ads,Android,Canada,45+,Free
1906,2025-04-24,Google Ads,iOS,Canada,45+,Free
1907,2025-09-18,Google Ads,Web,Canada,45+,Free
1908,2024-01-23,Organic,iOS,India,18-24,Free
1909,2025-01-29,Organic,Android,Canada,45+,Premium
1910,2024-01-25,Organic,iOS,Canada,45+,Free
1911,2025-08-27,Instagram,iOS,UK,25-34,Free
1912,2024-04-13,Instagram,iOS,USA,45+,Premium
1913,2024-12-13,YouTube,Android,Canada,18-24,Free
1914,2024-06-27,Instagram,Android,Canada,45+,Free
1915,2024-04-01,Google Ads,Android,UK,25-34,Free
1916,2025-12-28,YouTube,iOS,USA,45+,Free
1917,2025-07-03,Organic,Android,USA,45+,Free
1918,2025-01-24,Instagram,iOS,India,25-34,Free
1919,2024-05-23,Instagram,Android,UK,35-44,Free
1920,2025-04-24,Referral,Android,Canada,35-44,Premium
1921,2025-11-02,Instagram,iOS,Canada,25-34,Free
1922,2025-04-25,Referral,Android,UK,18-24,Free
1923,2024-10-21,YouTube,Android,Canada,35-44,Free
1924,2024-04-08,Referral,Android,USA,35-44,Free
1925,2025-05-03,YouTube,iOS,Canada,25-34,Premium
1926,2025-07-27,YouTube,Android,UK,25-34,Free
1927,2025-08-05,Google Ads,Android,India,25-34,Free
1928,2025-11-03,Organic,iOS,UK,45+,Free
1929,2024-03-25,Organic,iOS,India,18-24,Free
1930,2025-03-02,Referral,Android,UK,45+,Free
1931,2024-01-23,Organic,iOS,USA,18-24,Premium
1932,2025-10-08,Instagram,Android,India,25-34,Free
1933,2025-01-28,Referral,Android,USA,35-44,Free
1934,2025-08-15,Organic,Android,UK,25-34,Free
1935,2024-07-29,YouTube,iOS,Canada,18-24,Premium
1936,2024-05-29,Organic,Android,USA,25-34,Free
1937,2025-07-05,Google Ads,Android,India,18-24,Free
1938,2024-03-17,Instagram,Android,UK,35-44,Premium
1939,2025-09-03,Organic,Android,UK,45+,Free
1940,2024-03-15,YouTube,iOS,UK,18-24,Free
1941,2025-03-04,Organic,Web,India,25-34,Free
1942,2025-11-17,Referral,Android,India,18-24,Free
1943,2024-08-20,Referral,iOS,UK,35-44,Free
1944,2025-01-17,Organic,Android,USA,35-44,Free
1945,2024-11-20,Organic,Web,UK,18-24,Free
1946,2024-11-21,Referral,Web,Canada,25-34,Free
1947,2025-01-08,Referral,Web,Canada,35-44,Free
1948,2024-03-27,Google Ads,Android,India,25-34,Free
1949,2024-07-17,Organic,Web,Canada,45+,Free
1950,2024-09-04,Organic,Web,India,45+,Free
1951,2024-01-27,YouTube,Android,UK,35-44,Free
1952,2024-09-17,Google Ads,Android,India,45+,Free
1953,2025-01-21,Google Ads,Android,Canada,18-24,Free
1954,2024-07-19,YouTube,Web,Canada,25-34,Free
1955,2025-05-19,Instagram,iOS,Canada,25-34,Free
1956,2024-03-27,Google Ads,Android,Canada,45+,Free
1957,2024-01-28,Google Ads,iOS,Canada,25-34,Free
1958,2024-09-09,Google Ads,Android,UK,35-44,Premium
1959,2025-11-04,Instagram,Web,USA,35-44,Free
1960,2024-03-18,Instagram,iOS,India,45+,Free
1961,2024-01-17,Referral,iOS,India,25-34,Free
1962,2025-09-27,Referral,Android,USA,18-24,Free
1963,2025-10-03,Organic,Android,USA,18-24,Free
1964,2025-06-23,Referral,iOS,UK,18-24,Free
1965,2025-07-11,Instagram,iOS,USA,35-44,Free
1966,2024-12-22,Organic,Android,USA,45+,Free
1967,2024-01-27,Organic,iOS,UK,25-34,Free
1968,2025-09-16,YouTube,Web,UK,25-34,Free
1969,2025-02-05,YouTube,Android,Canada,25-34,Free
1970,2025-03-05,Referral,Web,India,35-44,Free
1971,2024-04-10,Instagram,Android,UK,45+,Free
1972,2025-03-22,Referral,iOS,India,35-44,Free
1973,2024-09-22,Organic,Android,India,35-44,Free
1974,2025-04-21,Referral,Android,USA,18-24,Free
1975,2025-06-11,YouTube,iOS,USA,45+,Premium
1976,2024-08-18,Instagram,Android,UK,45+,Free
1977,2024-01-15,YouTube,Android,UK,35-44,Free
1978,2024-03-25,Google Ads,iOS,USA,35-44,Free
1979,2025-01-23,Referral,Android,UK,35-44,Free
1980,2025-08-18,Organic,Android,India,18-24,Free
1981,2025-01-21,Organic,Android,USA,45+,Premium
1982,2025-07-18,YouTube,Android,USA,25-34,Free
1983,2025-06-11,YouTube,Android,USA,25-34,Free
1984,2025-03-04,Referral,iOS,UK,18-24,Free
1985,2025-10-19,Google Ads,Android,USA,35-44,Free
1986,2025-02-12,Google Ads,Web,Canada,25-34,Free
1987,2024-03-27,Instagram,iOS,USA,25-34,Free
1988,2024-01-23,Referral,Android,USA,35-44,Premium
1989,2025-12-04,Instagram,Android,India,25-34,Free
1990,2025-02-08,Google Ads,Android,Canada,18-24,Free
1991,2024-06-05,Instagram,iOS,USA,18-24,Premium
1992,2025-02-07,Referral,Android,India,25-34,Free
1993,2025-05-20,Referral,iOS,Canada,45+,Free
1994,2025-01-06,Referral,Android,UK,45+,Free
1995,2024-04-29,Organic,Android,USA,18-24,Free
1996,2024-06-15,Referral,Android,India,25-34,Free
1997,2024-11-10,Organic,Android,India,25-34,Free
1998,2024-06-13,Instagram,Android,USA,25-34,Premium
1999,2024-01-29,Instagram,Web,UK,35-44,Premium
2000,2025-04-26,Google Ads,Android,UK,35-44,Premium
